source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	characteristics[sample type]	characteristics[sample matrix]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[file uri]	comment[platform]	comment[quantification unit]	comment[plate]	comment[normalization method]	comment[olink panel]	comment[olink platform]	comment[npx normalization]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf version]	comment[sdrf annotation tool]
PAD000019-A4031543	Homo sapiens	Blood plasma	not available	not available	not available	11	not applicable	blood plasma	PAD000019-r00011-A4031543	protein expression profiling by antibody array	1	Olink5K_Data_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000019/Olink5K_Data_npx.parquet	Olink Explore HT	NPX	Q-09625_HJTKGDSX7_A1_PB_SS230728_SP230572_CITRATE PLASMA	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000019-A4031550	Homo sapiens	Blood plasma	not available	not available	not available	12	not applicable	blood plasma	PAD000019-r00012-A4031550	protein expression profiling by antibody array	1	Olink5K_Data_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000019/Olink5K_Data_npx.parquet	Olink Explore HT	NPX	Q-09625_HJTKGDSX7_A1_PB_SS230728_SP230572_CITRATE PLASMA	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000019-A3975484	Homo sapiens	Blood plasma	not available	not available	not available	13	not applicable	blood plasma	PAD000019-r00013-A3975484	protein expression profiling by antibody array	1	Olink5K_Data_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000019/Olink5K_Data_npx.parquet	Olink Explore HT	NPX	Q-09625_HJTKGDSX7_A1_PB_SS230728_SP230572_CITRATE PLASMA	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000019-A4032519	Homo sapiens	Blood plasma	not available	not available	not available	14	not applicable	blood plasma	PAD000019-r00014-A4032519	protein expression profiling by antibody array	1	Olink5K_Data_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000019/Olink5K_Data_npx.parquet	Olink Explore HT	NPX	Q-09625_HJTKGDSX7_A1_PB_SS230728_SP230572_CITRATE PLASMA	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000019-A3975537	Homo sapiens	Blood plasma	not available	not available	not available	15	not applicable	blood plasma	PAD000019-r00015-A3975537	protein expression profiling by antibody array	1	Olink5K_Data_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000019/Olink5K_Data_npx.parquet	Olink Explore HT	NPX	Q-09625_HJTKGDSX7_A1_PB_SS230728_SP230572_CITRATE PLASMA	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000019-A3975516	Homo sapiens	Blood plasma	not available	not available	not available	16	not applicable	blood plasma	PAD000019-r00016-A3975516	protein expression profiling by antibody array	1	Olink5K_Data_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000019/Olink5K_Data_npx.parquet	Olink Explore HT	NPX	Q-09625_HJTKGDSX7_A1_PB_SS230728_SP230572_CITRATE PLASMA	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000019-A4098441	Homo sapiens	Blood plasma	not available	not available	not available	17	not applicable	blood plasma	PAD000019-r00017-A4098441	protein expression profiling by antibody array	1	Olink5K_Data_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000019/Olink5K_Data_npx.parquet	Olink Explore HT	NPX	Q-09625_HJTKGDSX7_A1_PB_SS230728_SP230572_CITRATE PLASMA	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000019-NEG_CTRL_EX_87009_B24715-4	Homo sapiens	Blood plasma	not available	not available	not available	18	negative control	blood plasma	PAD000019-r00018-NEG_CTRL_EX_87009_B24715-4	protein expression profiling by antibody array	1	Olink5K_Data_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000019/Olink5K_Data_npx.parquet	Olink Explore HT	NPX	Q-09625_HJTKGDSX7_A1_PB_SS230728_SP230572_CITRATE PLASMA	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000019-A4098537	Homo sapiens	Blood plasma	not available	not available	not available	19	not applicable	blood plasma	PAD000019-r00019-A4098537	protein expression profiling by antibody array	1	Olink5K_Data_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000019/Olink5K_Data_npx.parquet	Olink Explore HT	NPX	Q-09625_HJTKGDSX7_A1_PB_SS230728_SP230572_CITRATE PLASMA	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000019-A4098377	Homo sapiens	Blood plasma	not available	not available	not available	20	not applicable	blood plasma	PAD000019-r00020-A4098377	protein expression profiling by antibody array	1	Olink5K_Data_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000019/Olink5K_Data_npx.parquet	Olink Explore HT	NPX	Q-09625_HJTKGDSX7_A1_PB_SS230728_SP230572_CITRATE PLASMA	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000019-357842506	Homo sapiens	Blood plasma	not available	not available	not available	21	not applicable	blood plasma	PAD000019-r00021-357842506	protein expression profiling by antibody array	1	Olink5K_Data_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000019/Olink5K_Data_npx.parquet	Olink Explore HT	NPX	Q-09625_HJTKGDSX7_A1_PB_SS230728_SP230572_CITRATE PLASMA	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000019-A3972641	Homo sapiens	Blood plasma	not available	not available	not available	22	not applicable	blood plasma	PAD000019-r00022-A3972641	protein expression profiling by antibody array	1	Olink5K_Data_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000019/Olink5K_Data_npx.parquet	Olink Explore HT	NPX	Q-09625_HJTKGDSX7_A1_PB_SS230728_SP230572_CITRATE PLASMA	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000019-A4028847	Homo sapiens	Blood plasma	not available	not available	not available	23	not applicable	blood plasma	PAD000019-r00023-A4028847	protein expression profiling by antibody array	1	Olink5K_Data_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000019/Olink5K_Data_npx.parquet	Olink Explore HT	NPX	Q-09625_HJTKGDSX7_A1_PB_SS230728_SP230572_CITRATE PLASMA	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000019-A4031511	Homo sapiens	Blood plasma	not available	not available	not available	24	not applicable	blood plasma	PAD000019-r00024-A4031511	protein expression profiling by antibody array	1	Olink5K_Data_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000019/Olink5K_Data_npx.parquet	Olink Explore HT	NPX	Q-09625_HJTKGDSX7_A1_PB_SS230728_SP230572_CITRATE PLASMA	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000019-357840970	Homo sapiens	Blood plasma	not available	not available	not available	25	not applicable	blood plasma	PAD000019-r00025-357840970	protein expression profiling by antibody array	1	Olink5K_Data_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000019/Olink5K_Data_npx.parquet	Olink Explore HT	NPX	Q-09625_HJTKGDSX7_A1_PB_SS230728_SP230572_CITRATE PLASMA	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000019-A4098160	Homo sapiens	Blood plasma	not available	not available	not available	26	not applicable	blood plasma	PAD000019-r00026-A4098160	protein expression profiling by antibody array	1	Olink5K_Data_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000019/Olink5K_Data_npx.parquet	Olink Explore HT	NPX	Q-09625_HJTKGDSX7_A1_PB_SS230728_SP230572_CITRATE PLASMA	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000019-PLATE_CTRL_87010_B22321-2-6	Homo sapiens	Blood plasma	not available	not available	not available	27	plate control	blood plasma	PAD000019-r00027-PLATE_CTRL_87010_B22321-2-6	protein expression profiling by antibody array	1	Olink5K_Data_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000019/Olink5K_Data_npx.parquet	Olink Explore HT	NPX	Q-09625_HJTKGDSX7_A1_PB_SS230728_SP230572_CITRATE PLASMA	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000019-A4098425	Homo sapiens	Blood plasma	not available	not available	not available	28	not applicable	blood plasma	PAD000019-r00028-A4098425	protein expression profiling by antibody array	1	Olink5K_Data_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000019/Olink5K_Data_npx.parquet	Olink Explore HT	NPX	Q-09625_HJTKGDSX7_A1_PB_SS230728_SP230572_CITRATE PLASMA	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000019-A4098448	Homo sapiens	Blood plasma	not available	not available	not available	29	not applicable	blood plasma	PAD000019-r00029-A4098448	protein expression profiling by antibody array	1	Olink5K_Data_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000019/Olink5K_Data_npx.parquet	Olink Explore HT	NPX	Q-09625_HJTKGDSX7_A1_PB_SS230728_SP230572_CITRATE PLASMA	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000019-A4031502	Homo sapiens	Blood plasma	not available	not available	not available	30	not applicable	blood plasma	PAD000019-r00030-A4031502	protein expression profiling by antibody array	1	Olink5K_Data_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000019/Olink5K_Data_npx.parquet	Olink Explore HT	NPX	Q-09625_HJTKGDSX7_A1_PB_SS230728_SP230572_CITRATE PLASMA	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000019-A4098528	Homo sapiens	Blood plasma	not available	not available	not available	31	not applicable	blood plasma	PAD000019-r00031-A4098528	protein expression profiling by antibody array	1	Olink5K_Data_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000019/Olink5K_Data_npx.parquet	Olink Explore HT	NPX	Q-09625_HJTKGDSX7_A1_PB_SS230728_SP230572_CITRATE PLASMA	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000019-A4031575	Homo sapiens	Blood plasma	not available	not available	not available	32	not applicable	blood plasma	PAD000019-r00032-A4031575	protein expression profiling by antibody array	1	Olink5K_Data_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000019/Olink5K_Data_npx.parquet	Olink Explore HT	NPX	Q-09625_HJTKGDSX7_A1_PB_SS230728_SP230572_CITRATE PLASMA	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000019-357843721	Homo sapiens	Blood plasma	not available	not available	not available	33	not applicable	blood plasma	PAD000019-r00033-357843721	protein expression profiling by antibody array	1	Olink5K_Data_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000019/Olink5K_Data_npx.parquet	Olink Explore HT	NPX	Q-09625_HJTKGDSX7_A1_PB_SS230728_SP230572_CITRATE PLASMA	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000019-A4028872	Homo sapiens	Blood plasma	not available	not available	not available	34	not applicable	blood plasma	PAD000019-r00034-A4028872	protein expression profiling by antibody array	1	Olink5K_Data_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000019/Olink5K_Data_npx.parquet	Olink Explore HT	NPX	Q-09625_HJTKGDSX7_A1_PB_SS230728_SP230572_CITRATE PLASMA	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000019-A4098361	Homo sapiens	Blood plasma	not available	not available	not available	35	not applicable	blood plasma	PAD000019-r00035-A4098361	protein expression profiling by antibody array	1	Olink5K_Data_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000019/Olink5K_Data_npx.parquet	Olink Explore HT	NPX	Q-09625_HJTKGDSX7_A1_PB_SS230728_SP230572_CITRATE PLASMA	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000019-PLATE_CTRL_87010_B22321-2-7	Homo sapiens	Blood plasma	not available	not available	not available	36	plate control	blood plasma	PAD000019-r00036-PLATE_CTRL_87010_B22321-2-7	protein expression profiling by antibody array	1	Olink5K_Data_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000019/Olink5K_Data_npx.parquet	Olink Explore HT	NPX	Q-09625_HJTKGDSX7_A1_PB_SS230728_SP230572_CITRATE PLASMA	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000019-A4032478	Homo sapiens	Blood plasma	not available	not available	not available	37	not applicable	blood plasma	PAD000019-r00037-A4032478	protein expression profiling by antibody array	1	Olink5K_Data_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000019/Olink5K_Data_npx.parquet	Olink Explore HT	NPX	Q-09625_HJTKGDSX7_A1_PB_SS230728_SP230572_CITRATE PLASMA	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000019-A4098384	Homo sapiens	Blood plasma	not available	not available	not available	38	not applicable	blood plasma	PAD000019-r00038-A4098384	protein expression profiling by antibody array	1	Olink5K_Data_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000019/Olink5K_Data_npx.parquet	Olink Explore HT	NPX	Q-09625_HJTKGDSX7_A1_PB_SS230728_SP230572_CITRATE PLASMA	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000019-A3975535	Homo sapiens	Blood plasma	not available	not available	not available	39	not applicable	blood plasma	PAD000019-r00039-A3975535	protein expression profiling by antibody array	1	Olink5K_Data_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000019/Olink5K_Data_npx.parquet	Olink Explore HT	NPX	Q-09625_HJTKGDSX7_A1_PB_SS230728_SP230572_CITRATE PLASMA	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000019-A4098169	Homo sapiens	Blood plasma	not available	not available	not available	40	not applicable	blood plasma	PAD000019-r00040-A4098169	protein expression profiling by antibody array	1	Olink5K_Data_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000019/Olink5K_Data_npx.parquet	Olink Explore HT	NPX	Q-09625_HJTKGDSX7_A1_PB_SS230728_SP230572_CITRATE PLASMA	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000019-A4098480	Homo sapiens	Blood plasma	not available	not available	not available	41	not applicable	blood plasma	PAD000019-r00041-A4098480	protein expression profiling by antibody array	1	Olink5K_Data_npx.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000019/Olink5K_Data_npx.parquet	Olink Explore HT	NPX	Q-09625_HJTKGDSX7_A1_PB_SS230728_SP230572_CITRATE PLASMA	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
