source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	characteristics[sample type]	characteristics[sample matrix]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[file uri]	comment[platform]	comment[quantification unit]	comment[plate]	comment[normalization method]	comment[olink panel]	comment[olink platform]	comment[npx normalization]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf version]	comment[sdrf annotation tool]
PAD000004-S4DFE3	Homo sapiens	Blood plasma	not available	not available	not available	134	not applicable	blood plasma	PAD000004-r00134-S4DFE3	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-SE8473	Homo sapiens	Blood plasma	not available	not available	not available	135	not applicable	blood plasma	PAD000004-r00135-SE8473	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S275F3	Homo sapiens	Blood plasma	not available	not available	not available	136	not applicable	blood plasma	PAD000004-r00136-S275F3	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S857F3	Homo sapiens	Blood plasma	not available	not available	not available	137	not applicable	blood plasma	PAD000004-r00137-S857F3	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-PC_S87C03	Homo sapiens	Blood plasma	not available	not available	not available	138	plate control	blood plasma	PAD000004-r00138-PC_S87C03	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S10643	Homo sapiens	Blood plasma	not available	not available	not available	139	not applicable	blood plasma	PAD000004-r00139-S10643	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S0C653	Homo sapiens	Blood plasma	not available	not available	not available	140	not applicable	blood plasma	PAD000004-r00140-S0C653	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S2F763	Homo sapiens	Blood plasma	not available	not available	not available	141	not applicable	blood plasma	PAD000004-r00141-S2F763	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S15B33	Homo sapiens	Blood plasma	not available	not available	not available	142	not applicable	blood plasma	PAD000004-r00142-S15B33	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-SD4173	Homo sapiens	Blood plasma	not available	not available	not available	143	not applicable	blood plasma	PAD000004-r00143-SD4173	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-PC_THSDF-32	Homo sapiens	Blood plasma	not available	not available	not available	144	plate control	blood plasma	PAD000004-r00144-PC_THSDF-32	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-PC_S45CB3	Homo sapiens	Blood plasma	not available	not available	not available	145	plate control	blood plasma	PAD000004-r00145-PC_S45CB3	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-SC17B3	Homo sapiens	Blood plasma	not available	not available	not available	146	not applicable	blood plasma	PAD000004-r00146-SC17B3	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S174F3	Homo sapiens	Blood plasma	not available	not available	not available	147	not applicable	blood plasma	PAD000004-r00147-S174F3	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S17813	Homo sapiens	Blood plasma	not available	not available	not available	148	not applicable	blood plasma	PAD000004-r00148-S17813	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-SB1C53	Homo sapiens	Blood plasma	not available	not available	not available	149	not applicable	blood plasma	PAD000004-r00149-SB1C53	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-PC_S0D6D3	Homo sapiens	Blood plasma	not available	not available	not available	150	plate control	blood plasma	PAD000004-r00150-PC_S0D6D3	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S35BD3	Homo sapiens	Blood plasma	not available	not available	not available	151	not applicable	blood plasma	PAD000004-r00151-S35BD3	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S16F23	Homo sapiens	Blood plasma	not available	not available	not available	152	not applicable	blood plasma	PAD000004-r00152-S16F23	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S1D033	Homo sapiens	Blood plasma	not available	not available	not available	153	not applicable	blood plasma	PAD000004-r00153-S1D033	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-SCF473	Homo sapiens	Blood plasma	not available	not available	not available	154	not applicable	blood plasma	PAD000004-r00154-SCF473	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S53B73	Homo sapiens	Blood plasma	not available	not available	not available	155	not applicable	blood plasma	PAD000004-r00155-S53B73	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-PC_EFSBUS-33	Homo sapiens	Blood plasma	not available	not available	not available	156	plate control	blood plasma	PAD000004-r00156-PC_EFSBUS-33	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-PC_S161F3	Homo sapiens	Blood plasma	not available	not available	not available	157	plate control	blood plasma	PAD000004-r00157-PC_S161F3	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S6D2C3	Homo sapiens	Blood plasma	not available	not available	not available	158	not applicable	blood plasma	PAD000004-r00158-S6D2C3	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-SA17C3	Homo sapiens	Blood plasma	not available	not available	not available	159	not applicable	blood plasma	PAD000004-r00159-SA17C3	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-SD4DD3	Homo sapiens	Blood plasma	not available	not available	not available	160	not applicable	blood plasma	PAD000004-r00160-SD4DD3	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-NEG_S41173	Homo sapiens	Blood plasma	not available	not available	not available	161	negative control	blood plasma	PAD000004-r00161-NEG_S41173	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-PC_S35EB3	Homo sapiens	Blood plasma	not available	not available	not available	162	plate control	blood plasma	PAD000004-r00162-PC_S35EB3	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S445F3	Homo sapiens	Blood plasma	not available	not available	not available	163	not applicable	blood plasma	PAD000004-r00163-S445F3	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-SACD03	Homo sapiens	Blood plasma	not available	not available	not available	164	not applicable	blood plasma	PAD000004-r00164-SACD03	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-SD13C3	Homo sapiens	Blood plasma	not available	not available	not available	165	not applicable	blood plasma	PAD000004-r00165-SD13C3	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-SAC413	Homo sapiens	Blood plasma	not available	not available	not available	166	not applicable	blood plasma	PAD000004-r00166-SAC413	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-NEG_SAC113	Homo sapiens	Blood plasma	not available	not available	not available	167	negative control	blood plasma	PAD000004-r00167-NEG_SAC113	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-PC_FEWTS-31	Homo sapiens	Blood plasma	not available	not available	not available	168	plate control	blood plasma	PAD000004-r00168-PC_FEWTS-31	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-PC_SC34D3	Homo sapiens	Blood plasma	not available	not available	not available	169	plate control	blood plasma	PAD000004-r00169-PC_SC34D3	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-SBE1D3	Homo sapiens	Blood plasma	not available	not available	not available	170	not applicable	blood plasma	PAD000004-r00170-SBE1D3	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S35FD3	Homo sapiens	Blood plasma	not available	not available	not available	171	not applicable	blood plasma	PAD000004-r00171-S35FD3	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S35D73	Homo sapiens	Blood plasma	not available	not available	not available	172	not applicable	blood plasma	PAD000004-r00172-S35D73	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-NEG_SF14F3	Homo sapiens	Blood plasma	not available	not available	not available	173	negative control	blood plasma	PAD000004-r00173-NEG_SF14F3	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-PC_S353F3	Homo sapiens	Blood plasma	not available	not available	not available	174	plate control	blood plasma	PAD000004-r00174-PC_S353F3	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S14C53	Homo sapiens	Blood plasma	not available	not available	not available	175	not applicable	blood plasma	PAD000004-r00175-S14C53	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S04D23	Homo sapiens	Blood plasma	not available	not available	not available	176	not applicable	blood plasma	PAD000004-r00176-S04D23	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S10263	Homo sapiens	Blood plasma	not available	not available	not available	177	not applicable	blood plasma	PAD000004-r00177-S10263	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000004-S7DF63	Homo sapiens	Blood plasma	not available	not available	not available	178	not applicable	blood plasma	PAD000004-r00178-S7DF63	protein expression profiling by antibody array	1	Example_NPX_2023-09-27.parquet	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000004/Example_NPX_2023-09-27.parquet	Olink Explore HT	NPX	Q-Plex1_SS112233_SP100001	Plate control	Olink Explore HT	Olink Explore HT	plate control normalized	NT=affinity-proteomics;VV=v1.0.0	NT=human;VV=v1.1.0	NT=olink;VV=v1.0.0	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
