source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[biological replicate]	characteristics[sample type]	characteristics[sample matrix]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[file uri]	comment[platform]	comment[panel version]	comment[quantification unit]	comment[plate]	comment[normalization method]	comment[somascan menu]	comment[somascan platform]	comment[dilution]	comment[sdrf version]	comment[sdrf annotation tool]
PAD000014-f01-r00103-5530211543_P	Homo sapiens	Blood plasma	not available	not available	not available	CLI6011F013	103	experimental sample	blood plasma	PAD000014-f01-r00103-5530211543_P	protein expression profiling by aptamer array	1	SS-205036_v4.1.12_CitratePlasmapheresis.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000014/SS-205036_v4.1.12_CitratePlasmapheresis.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.adat	SomaScan Assay	v4.1	RFU	P0028214	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck	SomaScan 7K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000014-f01-r00104-5530213322_P	Homo sapiens	Blood plasma	not available	not available	not available	CLI6011F013	104	experimental sample	blood plasma	PAD000014-f01-r00104-5530213322_P	protein expression profiling by aptamer array	1	SS-205036_v4.1.12_CitratePlasmapheresis.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000014/SS-205036_v4.1.12_CitratePlasmapheresis.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.adat	SomaScan Assay	v4.1	RFU	P0028214	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck	SomaScan 7K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000014-f01-r00105-5530211305_P	Homo sapiens	Blood plasma	not available	not available	not available	CLI6011F013	105	experimental sample	blood plasma	PAD000014-f01-r00105-5530211305_P	protein expression profiling by aptamer array	1	SS-205036_v4.1.12_CitratePlasmapheresis.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000014/SS-205036_v4.1.12_CitratePlasmapheresis.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.adat	SomaScan Assay	v4.1	RFU	P0028214	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck	SomaScan 7K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000014-f01-r00106-5530211287_P	Homo sapiens	Blood plasma	not available	not available	not available	CLI6011F013	106	experimental sample	blood plasma	PAD000014-f01-r00106-5530211287_P	protein expression profiling by aptamer array	1	SS-205036_v4.1.12_CitratePlasmapheresis.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000014/SS-205036_v4.1.12_CitratePlasmapheresis.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.adat	SomaScan Assay	v4.1	RFU	P0028214	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck	SomaScan 7K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000014-f01-r00107-200289	Homo sapiens	Blood plasma	not available	not available	not available	not available	107	experimental sample	blood plasma	PAD000014-f01-r00107-200289	protein expression profiling by aptamer array	4	SS-205036_v4.1.12_CitratePlasmapheresis.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000014/SS-205036_v4.1.12_CitratePlasmapheresis.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.adat	SomaScan Assay	v4.1	RFU	P0028214	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck	SomaScan 7K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000014-f01-r00108-200170	Homo sapiens	Blood plasma	not available	not available	not available	not available	108	quality control sample	blood plasma	PAD000014-f01-r00108-200170	protein expression profiling by aptamer array	4	SS-205036_v4.1.12_CitratePlasmapheresis.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000014/SS-205036_v4.1.12_CitratePlasmapheresis.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.adat	SomaScan Assay	v4.1	RFU	P0028214	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck	SomaScan 7K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000014-f01-r00109-200169	Homo sapiens	Blood plasma	not available	not available	not available	not available	109	calibrator sample	blood plasma	PAD000014-f01-r00109-200169	protein expression profiling by aptamer array	7	SS-205036_v4.1.12_CitratePlasmapheresis.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000014/SS-205036_v4.1.12_CitratePlasmapheresis.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.adat	SomaScan Assay	v4.1	RFU	P0028214	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck	SomaScan 7K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000014-f01-r00110-200289	Homo sapiens	Blood plasma	not available	not available	not available	not available	110	experimental sample	blood plasma	PAD000014-f01-r00110-200289	protein expression profiling by aptamer array	5	SS-205036_v4.1.12_CitratePlasmapheresis.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000014/SS-205036_v4.1.12_CitratePlasmapheresis.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.adat	SomaScan Assay	v4.1	RFU	P0028214	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck	SomaScan 7K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000014-f01-r00111-200169	Homo sapiens	Blood plasma	not available	not available	not available	not available	111	calibrator sample	blood plasma	PAD000014-f01-r00111-200169	protein expression profiling by aptamer array	8	SS-205036_v4.1.12_CitratePlasmapheresis.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000014/SS-205036_v4.1.12_CitratePlasmapheresis.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.adat	SomaScan Assay	v4.1	RFU	P0028214	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck	SomaScan 7K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000014-f01-r00112-200170	Homo sapiens	Blood plasma	not available	not available	not available	not available	112	quality control sample	blood plasma	PAD000014-f01-r00112-200170	protein expression profiling by aptamer array	5	SS-205036_v4.1.12_CitratePlasmapheresis.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000014/SS-205036_v4.1.12_CitratePlasmapheresis.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.adat	SomaScan Assay	v4.1	RFU	P0028214	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck	SomaScan 7K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000014-f01-r00113-200289	Homo sapiens	Blood plasma	not available	not available	not available	not available	113	experimental sample	blood plasma	PAD000014-f01-r00113-200289	protein expression profiling by aptamer array	6	SS-205036_v4.1.12_CitratePlasmapheresis.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000014/SS-205036_v4.1.12_CitratePlasmapheresis.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.adat	SomaScan Assay	v4.1	RFU	P0028214	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck	SomaScan 7K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000014-f01-r00114-200169	Homo sapiens	Blood plasma	not available	not available	not available	not available	114	calibrator sample	blood plasma	PAD000014-f01-r00114-200169	protein expression profiling by aptamer array	9	SS-205036_v4.1.12_CitratePlasmapheresis.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000014/SS-205036_v4.1.12_CitratePlasmapheresis.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.adat	SomaScan Assay	v4.1	RFU	P0028214	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck	SomaScan 7K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000014-f01-r00115-200170	Homo sapiens	Blood plasma	not available	not available	not available	not available	115	quality control sample	blood plasma	PAD000014-f01-r00115-200170	protein expression profiling by aptamer array	6	SS-205036_v4.1.12_CitratePlasmapheresis.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000014/SS-205036_v4.1.12_CitratePlasmapheresis.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.adat	SomaScan Assay	v4.1	RFU	P0028214	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck	SomaScan 7K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000014-f01-r00116-200169	Homo sapiens	Blood plasma	not available	not available	not available	not available	116	calibrator sample	blood plasma	PAD000014-f01-r00116-200169	protein expression profiling by aptamer array	10	SS-205036_v4.1.12_CitratePlasmapheresis.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000014/SS-205036_v4.1.12_CitratePlasmapheresis.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.adat	SomaScan Assay	v4.1	RFU	P0028214	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck	SomaScan 7K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000014-f02-r00117-A4098221	Homo sapiens	Blood plasma	not available	not available	not available	not available	117	experimental sample	blood plasma	PAD000014-f02-r00117-A4098221	protein expression profiling by aptamer array	1	SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000014/SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000014-f02-r00118-0357897691	Homo sapiens	Blood plasma	not available	not available	not available	not available	118	experimental sample	blood plasma	PAD000014-f02-r00118-0357897691	protein expression profiling by aptamer array	1	SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000014/SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000014-f02-r00119-A4098253	Homo sapiens	Blood plasma	not available	not available	not available	not available	119	experimental sample	blood plasma	PAD000014-f02-r00119-A4098253	protein expression profiling by aptamer array	1	SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000014/SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000014-f02-r00120-A4030388	Homo sapiens	Blood plasma	not available	not available	not available	not available	120	experimental sample	blood plasma	PAD000014-f02-r00120-A4030388	protein expression profiling by aptamer array	1	SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000014/SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000014-f02-r00121-A4098164	Homo sapiens	Blood plasma	not available	not available	not available	not available	121	experimental sample	blood plasma	PAD000014-f02-r00121-A4098164	protein expression profiling by aptamer array	1	SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000014/SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000014-f02-r00122-SID2	Homo sapiens	Blood plasma	not available	not available	not available	not available	122	experimental sample	blood plasma	PAD000014-f02-r00122-SID2	protein expression profiling by aptamer array	1	SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000014/SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000014-f02-r00123-A4098429	Homo sapiens	Blood plasma	not available	not available	not available	not available	123	experimental sample	blood plasma	PAD000014-f02-r00123-A4098429	protein expression profiling by aptamer array	1	SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000014/SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000014-f02-r00124-230500	Homo sapiens	Blood plasma	not available	not available	not available	not available	124	experimental sample	blood plasma	PAD000014-f02-r00124-230500	protein expression profiling by aptamer array	1	SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000014/SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000014-f02-r00125-A4098452	Homo sapiens	Blood plasma	not available	not available	not available	not available	125	experimental sample	blood plasma	PAD000014-f02-r00125-A4098452	protein expression profiling by aptamer array	1	SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000014/SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000014-f02-r00126-A4033081	Homo sapiens	Blood plasma	not available	not available	not available	not available	126	experimental sample	blood plasma	PAD000014-f02-r00126-A4033081	protein expression profiling by aptamer array	1	SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000014/SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000014-f02-r00127-A4030395	Homo sapiens	Blood plasma	not available	not available	not available	not available	127	experimental sample	blood plasma	PAD000014-f02-r00127-A4030395	protein expression profiling by aptamer array	1	SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000014/SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000014-f02-r00128-A3975816	Homo sapiens	Blood plasma	not available	not available	not available	not available	128	experimental sample	blood plasma	PAD000014-f02-r00128-A3975816	protein expression profiling by aptamer array	1	SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000014/SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000014-f02-r00129-A4098509	Homo sapiens	Blood plasma	not available	not available	not available	not available	129	experimental sample	blood plasma	PAD000014-f02-r00129-A4098509	protein expression profiling by aptamer array	1	SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000014/SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000014-f02-r00130-A4033074	Homo sapiens	Blood plasma	not available	not available	not available	not available	130	experimental sample	blood plasma	PAD000014-f02-r00130-A4033074	protein expression profiling by aptamer array	1	SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000014/SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000014-f02-r00131-A4098237	Homo sapiens	Blood plasma	not available	not available	not available	not available	131	experimental sample	blood plasma	PAD000014-f02-r00131-A4098237	protein expression profiling by aptamer array	1	SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000014/SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000014-f02-r00132-A4028827	Homo sapiens	Blood plasma	not available	not available	not available	not available	132	experimental sample	blood plasma	PAD000014-f02-r00132-A4028827	protein expression profiling by aptamer array	1	SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000014/SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000014-f02-r00133-230420	Homo sapiens	Blood plasma	not available	not available	not available	not available	133	calibrator sample	blood plasma	PAD000014-f02-r00133-230420	protein expression profiling by aptamer array	1	SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000014/SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000014-f02-r00134-A4098484	Homo sapiens	Blood plasma	not available	not available	not available	not available	134	experimental sample	blood plasma	PAD000014-f02-r00134-A4098484	protein expression profiling by aptamer array	1	SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000014/SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000014-f02-r00135-A4098468	Homo sapiens	Blood plasma	not available	not available	not available	not available	135	experimental sample	blood plasma	PAD000014-f02-r00135-A4098468	protein expression profiling by aptamer array	1	SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000014/SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000014-f02-r00136-A4028859	Homo sapiens	Blood plasma	not available	not available	not available	not available	136	experimental sample	blood plasma	PAD000014-f02-r00136-A4028859	protein expression profiling by aptamer array	1	SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000014/SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
PAD000014-f02-r00137-A4033042	Homo sapiens	Blood plasma	not available	not available	not available	not available	137	experimental sample	blood plasma	PAD000014-f02-r00137-A4033042	protein expression profiling by aptamer array	1	SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PAD000014/SS-2348869_v5.0_CitratePlasma.hybNorm.medNormInt.plateScale.calibrate.anmlQC.qcCheck.20231215.adat	SomaScan Assay	v5.0	RFU	PLT28674	Raw RFU, Hyb Normalization, medNormInt (SampleId), plateScale, Calibration, anmlQC, qcCheck, Filtered	SomaScan 11K	SomaScan Assay v4.1	20%	v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
